,has_online_delivery,currency,name,cuisines,location.address,location.city,user_rating.rating_text
351,0,Rs.,Bade Bhai Ka Brothers' Dhaba,"North Indian, Fast Food","Near Amritsar Municipal Corporation, Town Hall, Amritsar",Amritsar,Good
352,0,Rs.,Crystal Restaurant,"North Indian, Mughlai","Crystal Chowk, Queens Road, INA Colony, Amritsar",Amritsar,Average
353,0,Rs.,Surjit Food Plaza,North Indian,"Shop 4, Nehru Shopping Complex, Lawrence Road, White Avenue, Amritsar",Amritsar,Good
354,0,Rs.,Brijwasi Chat Bhandar,Street Food,"Crystal Chowk, Cooper Road, Near INA Colony",Amritsar,Good
355,0,Rs.,Shudh Restaurant,"North Indian, South Indian, Chinese, Fast Food","Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Amritsar,Average
356,0,Rs.,The Yellow Chilli,"North Indian, Mughlai, Chinese","108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",Amritsar,Average
357,0,Rs.,Bubby Fish & Chicken Corner,North Indian,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",Amritsar,Good
358,0,Rs.,Bon Gateau,"Cafe, Bakery, Fast Food","SCF 27, C Block Market, Ranjit Avenue, Amritsar",Amritsar,Average
359,0,Rs.,Sakhis Watz Kukin,"North Indian, Chinese","M 47, Green Avenue, opp Main Park, Amritsar",Amritsar,Good
360,0,Rs.,Ahuja Milk Bhandar,Beverages,"Dhab Khatikan, Near Hindu College, Hathi Gate, Amritsar",Amritsar,Very Good
361,0,Rs.,Upper Crust,"Bakery, Fast Food","112/368-F, Swaroop Nagar, Kanpur",Kanpur,Average
362,0,Rs.,Mr Brown,"Bakery, Desserts, Fast Food","16/12, Phoolbagh, Mall Road, Kanpur",Kanpur,Good
363,0,Rs.,Liquid,"Finger Food, North Indian, Continental, Italian, Mediterranean","The Terrace, Ratan Zone, Coca-Cola Crossing, Ashok Nagar, Kanpur",Kanpur,Very Good
364,0,Rs.,Anaicha's Food Joint,"Chinese, North Indian, Continental","113/187, Swaroop Nagar, Kanpur",Kanpur,Good
365,0,Rs.,Hucka,"Chinese, Fast Food","3rd Floor, SGM Plaza, Arya Nagar, Kanpur",Kanpur,Average
366,0,Rs.,Verandah,"Chinese, Italian, Fast Food","Third Floor, 7/17, Parvati Bagla Road, Tilak Nagar, Kanpur",Kanpur,Good
367,0,Rs.,UrbanCrave,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages","14/125, The Mall, Mall Road, Colonelganj, Parade, Kanpur",Kanpur,Good
368,0,Rs.,Waterside - The Landmark Hotel,"North Indian, Chinese","The Landmark Hotel, Landmark Towers, 10, Near Naveen Market, Mall Road, Kanpur",Kanpur,Good
369,0,Rs.,Gyan Vaishnav,North Indian,"Gumti 5,Kaushal Puri, Ashok Nagar, Kanpur",Kanpur,Good
370,0,Rs.,Dunkin Donuts,"Desserts, Fast Food","Third Floor, Plot 1 & 1A, Z Square Mall, Mall Road, Kanpur",Kanpur,Very Good
371,0,Rs.,Barbeque Nation,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean","16/113, 3rd Floor, Z Square Mall, MG Marg, Mall Road, Kanpur",Kanpur,Very Good
372,0,Rs.,Atmosphere Grill Cafe Sheesha,"Indian, Chinese, Continental","8th Floor, J.S. Tower, 16/106 - Mall Road, Kanpur, Mall Road, Kanpur",Kanpur,Good
373,0,Rs.,Royal Dine - Hotel Royal Cliff,"North Indian, Chinese","Hotel Royal Cliff, 113 / 72, Near Motijheel Garden, Swaroop Nagar, Kanpur",Kanpur,Very Good
374,0,Rs.,Little Chef,"North Indian, Fast Food","15/198- A, Near Civil Court, Civil Lines, Near, Mall Road, Kanpur",Kanpur,Very Good
375,0,Rs.,Dhuaan,"North Indian, Mexican, Italian","Plot 58, Status Club, Cantonment Area, Tagore Road, Kanpur",Kanpur,Very Good
376,0,Rs.,Chin Mi,Chinese,"Rave 3, Plot 11, Block 6 Parwati Bagla Road, Tilak Nagar, Kanpur",Kanpur,Good
377,0,Rs.,Urban Crave Express,"Cafe, Italian","Shop No-8, New Shopping Complex, IIT Kanpur, Kanpur",Kanpur,Good
378,0,Rs.,Aromas,Fast Food,"7/135, Opposite Indian Overses Bank, Swaroop Nagar, Kanpur",Kanpur,Very Good
379,0,Rs.,The Zaffran,"North Indian, Continental, Asian","Ratan Zone, Coca-Cola Crossing, Ashok Nagar, Kanpur",Kanpur,Average
380,0,Rs.,Tadka,North Indian,"117/K/13, Rave Moti, Gutaiya, Kanpur",Kanpur,Good
381,0,Rs.,The Tamarind Tree,"South Indian, Chinese","60 C, Thornhill Road, Civil Lines, Allahabad",Allahabad,Average
382,0,Rs.,Cafe El Chico,"Continental, Italian","24, Mahatma Gandhi, Civil Lines, Allahabad",Allahabad,Good
383,0,Rs.,KFC,"American, Fast Food","P Square Mall, Civil Lines, Allahabad",Allahabad,Average
384,0,Rs.,Hot Stuff,"North Indian, Fast Food","21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Allahabad,Good
385,0,Rs.,Sagar Ratna,"South Indian, North Indian, Chinese, Continental","3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",Allahabad,Good
386,0,Rs.,Bean Here,"Cafe, Fast Food","Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Allahabad,Average
387,0,Rs.,Tandoor Restaurant,"North Indian, Chinese","17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Allahabad,Average
388,0,Rs.,Eat On,North Indian,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Allahabad,Good
389,0,Rs.,Dewsis,"North Indian, Chinese","2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",Allahabad,Average
390,0,Rs.,Friends Forever,"North Indian, Chinese","13/13, Sardar Patel Marg, Civil Lines, Allahabad",Allahabad,Average
391,0,Rs.,The BrewMaster,"North Indian, Chinese, Italian","Near Vishal Megamart, Civil Lines, Allahabad",Allahabad,Average
392,0,Rs.,Paradise,"Desserts, Fast Food","19/35, MG Marg, Civil Lines, Allahabad",Allahabad,Good
393,0,Rs.,Subway,"Fast Food, American, Salad, Healthy Food","207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",Allahabad,Average
394,0,Rs.,Bikanerwala,"North Indian, Street Food, Fast Food","2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Allahabad,Average
395,0,Rs.,Pizza Hut,"Italian, Pizza","31/31, Sardar Patel Marg, Civil Lines, Allahabad",Allahabad,Average
396,0,Rs.,Aryan Family's Delight,"North Indian, South Indian, Fast Food","Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Allahabad,Average
397,0,Rs.,Hotel Ravisha Continental,"North Indian, South Indian, Chinese","57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",Allahabad,Average
398,0,Rs.,Pind Balluchi,"North Indian, Mughlai","5-A, Sardar Patel Marg, Civil Lines, Allahabad",Allahabad,Average
399,0,Rs.,Moti Mahal Delux,"Mughlai, North Indian, Chinese","Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad",Allahabad,Average
400,0,Rs.,McDonald's,Fast Food,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Allahabad,Average
401,0,Rs.,Kream N Krunch,"North Indian, Chinese, Continental, Italian","2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Aurangabad,Good
402,0,Rs.,Bhoj Restaurant,North Indian,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Aurangabad,Good
403,0,Rs.,Yalla Yalla,"North Indian, Hyderabadi","Near Gopal Tea Corner, Usmanpura Circle, Usmanpura, Aurangabad",Aurangabad,Average
404,0,Rs.,Mokoholic Juice Bar,"Juices, Desserts","Opposite Municipal Car Parking, Paithan Gate, Near Mondha, Aurangabad",Aurangabad,Good
405,0,Rs.,d' Curry House,"Continental, Chinese, Biryani, North Indian","Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad",Aurangabad,Good
406,0,Rs.,Mauj Restaurant,"Italian, Fast Food, North Indian, Chinese","31, Kailash Arcade, Opposite Bank of Baroda, Connaught Place, CIDCO, Aurangabad",Aurangabad,Average
407,0,Rs.,Indiana Veg Restaurant,"South Indian, North Indian, Chinese, Fast Food","Plot 2, Near High Court, N-3, CIDCO, Aurangabad",Aurangabad,Average
408,0,Rs.,Downside Up,"Cafe, Mughlai, North Indian","6&7 B, Kuber Avenue, Rana Nagar, Near Nyay Nagar, Aurangabad",Aurangabad,Average
409,0,Rs.,Kailash Restaurant,"North Indian, Chinese, South Indian, Fast Food","Rachanakar colony, Railway Station Road, Usmanpura, Aurangabad",Aurangabad,Average
410,0,Rs.,Madhuban Restaurant - Welcome Hotel Rama International,"North Indian, Chinese, Continental, Italian, Mexican","Welcome Hotel Rama International, Opposite High Court, CIDCO, Aurangabad",Aurangabad,Average
411,0,Rs.,Great Sagar Restaurant,"North Indian, Mughlai","Near Bhadkal Gate, VIP Road, Shahgunj, Aurangabad",Aurangabad,Average
412,0,Rs.,Ashoka's Veg Restaurant,"South Indian, Chinese, North Indian","31, Opposite Kohinoor Plaza, Near M P Law College, Nirala Bazar, Aurangabad",Aurangabad,Average
413,0,Rs.,Domino's Pizza,Pizza,"8, Upper Ground Floor, City Pride Commercial Complex, Kali Bawdi, Jalna Road, CIDCO, Aurangabad",Aurangabad,Average
414,0,Rs.,Naivedya,North Indian,"Sakal Office, Jalna Road, CIDCO, Aurangabad",Aurangabad,Average
415,0,Rs.,Kareem's Fine Dining,"Mughlai, Biryani","A1-A3, Motiwala Complex, Below KFC Restaurant, Nirala Bazar, Aurangabad",Aurangabad,Average
416,0,Rs.,Angeethi Restaurant,"North Indian, Chinese","Seven Hill Flyover, Jalna Road, Vidya Nagar, CIDCO, Aurangabad",Aurangabad,Average
417,0,Rs.,Hotel Laadli,"North Indian, South Indian","Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",Aurangabad,Average
418,0,Rs.,Balbeer's Kitchen & Bar,"Italian, Continental, Chinese, North Indian","Shendra, Near Cambridge School, Jalna Road, Chicalthana, Aurangabad",Aurangabad,Average
419,0,Rs.,Kareem's Kabab & Biryani,Mughlai,"First Floor, Food Court, Prozone Mall, MIDC Industrial Area, Chicalthana, Aurangabad",Aurangabad,Average
420,0,Rs.,That Baat,Maharashtrian,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Aurangabad,Average
421,0,Rs.,10 Downing Street,"North Indian, Chinese","Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal",Bhopal,Very Good
422,0,Rs.,Bake N Shake,Fast Food,"Near Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Bhopal,Very Good
423,0,Rs.,Papa Mexicano,"Fast Food, Mexican, Tex-Mex","R-24, Zone II, Maharana Pratap Nagar, Bhopal",Bhopal,Good
424,0,Rs.,Da pizzeria,"Pizza, Italian, Fast Food","177, Zone 2, Maharana Pratap Nagar, Bhopal",Bhopal,Good
425,0,Rs.,Bapu Ki Kutia,"North Indian, Chinese, South Indian, Fast Food","Behind Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Bhopal,Good
426,0,Rs.,Kebabsville - Sayaji Hotel,North Indian,"A-3,Van Vihar Road, Prempura, TT Nagar, Bhopal",Bhopal,Very Good
427,0,Rs.,Manohar Dairy And Restaurant,"North Indian, South Indian, Street Food, Bakery","132, Zone 1, Maharana Pratap Nagar, Bhopal",Bhopal,Very Good
428,0,Rs.,Sagar Gaire Fast Food,Fast Food,"10, Number Market, Arera Colony, Bhopal",Bhopal,Excellent
429,0,Rs.,Chi Kitchen,Chinese,"12-13, Food Court, DB City Mall, Maharana Pratap Nagar, Bhopal",Bhopal,Very Good
430,0,Rs.,Maybe There,Cafe,"4th floor,10th Cross Road Building, Above Vishal Fitness Centre, 10 Main Road, Arera Colony, Bhopal",Bhopal,Average
431,0,Rs.,Kafe Kulture,"Cafe, Fast Food","A-66A, Jai Bhawani Housing Society, Bawadiyan Kalan, Gulmohar Colony, Bhopal",Bhopal,Good
432,0,Rs.,Violet Hour,Bakery,"Shop 3-4, Plot 5B, Sai Mehndi Appartment, B.D.A,  Kohefiza Main Road, Kohefiza, Bhopal",Bhopal,Good
433,0,Rs.,The Kasbah,"North Indian, Chinese","110/7, Mandakini, Opposite Union Bank, Kolar Main Road, Arera Colony, Bhopal",Bhopal,Good
434,0,Rs.,Black N White Cafe,"Cafe, Chinese, North Indian","G-1, Raksha Tower, Eden Garden, Arera Colony, Bhopal",Bhopal,Average
435,0,Rs.,Manohar Dairy And Restaurant,"North Indian, South Indian, Street Food, Bakery","6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Bhopal,Very Good
436,0,Rs.,Pizza Hut,Pizza,"Third Floor, DB City Mall, Arera Hills, Maharana Pratap Nagar, Bhopal",Bhopal,Very Good
437,0,Rs.,Bake N Shake,Fast Food,"B-1, GM Tower,  Stop No. 10, Arera Colony, Bhopal",Bhopal,Very Good
438,0,Rs.,Bake N Shake,Fast Food,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",Bhopal,Very Good
439,0,Rs.,The Urban Socialite,"Italian, Mexican, Chinese","Hotel Lake View Ashoka, 5th Floor, Shyamla Hills, TT Nagar, Bhopal",Bhopal,Good
440,0,Rs.,Indian Coffee House,South Indian,"Near Apex Bank, TT Nagar, Bhopal",Bhopal,Good
441,0,Rs.,Prana,"European, North Indian, Continental, Italian","6th Floor, RS Square, Near Vishal Mega Mart,Harmu Road, Ranchi",Ranchi,Good
442,0,Rs.,Moti Mahal Delux Tandoori Trail,"North Indian, Chinese","Lower Ground Floor Karni Heights, Beside Milan Palace, Club Road, Kadru, Ranchi",Ranchi,Good
443,0,Rs.,Kaveri Restaurant And Caterers,"North Indian, Chinese, South Indian, Chinese","GEL Church Shopping Complex, Main Road, Hindpiri, Ranchi",Ranchi,Very Good
444,0,Rs.,KFC,Fast Food,"Sirham Toli Chowk, Opposite Yogoda Ashram, Old Hazaribagh Road, Kanka, Ranchi",Ranchi,Average
445,0,Rs.,Aroma - The Royal Retreat,"North Indian, South Indian, Chinese","The Royal Retreat, Krishna Nagar, Booti, Bariatu, Ranchi",Ranchi,Good
446,0,Rs.,Yo China Restaurant,Chinese,"2nd Floor, Citadel Building, Main Road, Ranchi",Ranchi,Average
447,0,Rs.,The Urban Brava,"Cafe, Fast Food, North Indian","Circular Road, Near Lalpur Chowk, Lalpur, Ranchi",Ranchi,Good
448,0,Rs.,Kaveri Restaurant And Caterers,"North Indian, Chinese, South Indian, Chinese","Circular Road, Near Lalpur Chowk, Lalpur, Ranchi",Ranchi,Average
449,0,Rs.,Pizza Hut,Pizza,"Shop 101, Ground Floor, Spring City Mall, Beside Eyelex Cinema, Airport Road, Hinoo, Doranda, Ranchi",Ranchi,Good
450,0,Rs.,The Kav's,"North Indian, Continental, Chinese","Near BJP Office, Harmu Bypass Road, Harmu, Ranchi",Ranchi,Average
451,0,Rs.,Waterfront - Radisson Blu,"North Indian, Continental","Radisson Blu, Main Road, Hindpiri, Ranchi",Ranchi,Average
452,0,Rs.,7th Heaven,"South Indian, North Indian, Chinese","1st Floor, Shrilok Complex, Near Santevita Hospital, H B Road, Lalpur, Ranchi",Ranchi,Good
453,0,Rs.,Yellow Sapphire,"Continental, North Indian, European","Hotel Capitol Hill, Near Ratan Talkies, Main Road, Hindpiri, Ranchi",Ranchi,Good
454,0,Rs.,Punjab Sweet House,Street Food,"Main Road, Kanka, Ranchi",Ranchi,Good
455,0,Rs.,The Best,"North Indian, South Indian, Chinese","R.S.Tower, Circular Road, Lalpur, Ranchi",Ranchi,Average
456,0,Rs.,Food Belle,"North Indian, Chinese","Bhaskar Anirudh Complex, Near Jail More, Karamtoli Road, Lalpur, Ranchi",Ranchi,Average
457,0,Rs.,OMG Cafe,"Cafe, Italian, Mexican, Chinese, North Indian","301, 3rd Floor, R S Tower, Opposite Pantaloons, Circular Road, Lalpur, Ranchi",Ranchi,Average
458,0,Rs.,Jungli Moon Dance Restaurant,"North Indian, South Indian, Chinese","4th Floor, Shree Nand Bhawan, Near Income Tax Office, Main Road, Kanka, Ranchi",Ranchi,Average
459,0,Rs.,Kathi Kabab,"Fast Food, North Indian","Main Road, Hindpiri, Ranchi",Ranchi,Average
460,0,Rs.,Hot Lips,"North Indian, Chinese","Near Chandini Chowk, Kanke Road, Gandhi Nagar, Ranchi",Ranchi,Average
461,0,Rs.,The Square - Hotel Novotel,"Continental, North Indian","Hotel Novotel, Beach Road, Maharani Peta, Vizag",Vizag,Very Good
462,0,Rs.,Flying Spaghetti Monster,Italian,"10-50-12/F2, Sai Dakshata Complex, Beside Lenovo Showroom,   Visakhapatnam, Waltair Uplands, Waltair Uplands, Vizag",Vizag,Very Good
463,0,Rs.,Barbeque Nation,"North Indian, Chinese, Mediterranean","1st Floor, ATR Towers, Harbour Park Road,  Panduranga Puram, Near Harbour Park, Kirlampudi Layout, Vizag",Vizag,Excellent
464,0,Rs.,Pizza Hut,"Pizza, Fast Food","Plot No 47- 10-23/3, 5th Floor, Isnar Khazana Towers, Dwaraka Nagar, Vizag",Vizag,Very Good
465,0,Rs.,Kamat Restaurant,"Andhra, North Indian, Chinese, Seafood, Biryani","Beach Road, Near Santhi Ashram, Lawsons Bay, Visakhapatnam",Vizag,Good
466,0,Rs.,Alpha Hotel,"North Indian, Biryani","28-10-33/6, Jagdamba Commercial Complex, Chitralaya Cinema Hall, Jagadamba Junction, Visakhapatnam, Jagadamba Junction, Vizag",Vizag,Good
467,0,Rs.,Double Roti,"Cafe, Fast Food, American","Ground Floor, ATR Towers, Harbour Park Road, Pandurangapuram, Kirlampudi Layout, Vizag",Vizag,Good
468,0,Rs.,Pizza Hut,"Pizza, Fast Food","52-1-35,36&38, CMR Mall, New Resapavanipalem, Maddilapalem, Vizag",Vizag,Excellent
469,0,Rs.,Plot 17,"Burger, Pizza, Biryani","Plot 17, Gangapur Layout, Siripuram, Vizag",Vizag,Very Good
470,0,Rs.,Six Degrees,"South Indian, Chinese, Continental, Italian, North Indian","1-83-29, Opposite Pollock Lotus School, MVP Double Road, Sector 5, MVP Colony, Vizag",Vizag,Very Good
471,0,Rs.,Percolator Coffee House,"Mughlai, Chinese, Cafe, BBQ, Cajun","RK Beach, Maharani Peta, Vizag Visakhapatnam., Maharani Peta",Vizag,Good
472,0,Rs.,My Restaurant,"Andhra, North Indian, Chinese","HB Colony, Isukathota, National Highway 5, Besides Honda Showroom, Maddilapalem, Vizag",Vizag,Good
473,0,Rs.,Vista - The Park,"American, North Indian, Thai, Continental","The Park, Beach Road, Pedda Waltair, Lawsons Bay, Visakhapatnam, Lawsons Bay, Vizag",Vizag,Good
474,0,Rs.,Bake My Wish,Fast Food,"4-70-4, Opposite NCC Canteen, Lawsons Bay, Vizag",Vizag,Good
475,0,Rs.,Kaloreez,"Cafe, North Indian, Chinese","Plot 95, Opposite St. Lukes Nursing School, Daspalla Hills, Siripuram, Vizag",Vizag,Good
476,0,Rs.,Sri Sairam Parlour,"South Indian, North Indian","Diamond Park, Railway New Colony Road, Dwaraka Nagar, Vizag",Vizag,Very Good
477,0,Rs.,Sea Inn - Raju Gaari Dhaba,"Biryani, Andhra","Beach Road, Opposite Cyclone Shelter ,   Visakhapatnam, Rushikonda, Vizag",Vizag,Very Good
478,0,Rs.,Tea Trails,Fast Food,"7-5-82, Sea Shore Apartments, Southern Portion Cellar Floor, R K Beach Road, Maharani Peta, Vizag",Vizag,Good
479,0,Rs.,D Cabana,"Continental, Seafood, Chinese, North Indian, Biryani","Beach Road, Near Bus Stop, Sagar Nagar, Visakhapatnam",Vizag,Good
480,0,Rs.,Mekong - Hotel GreenPark,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese","Hotel GreenPark, Waltair Main Road, Waltair Uplands, Vizag",Vizag,Very Good
481,0,Rs.,Eram Rooftop,"Asian, Continental","206, 3rd Floor, Suryansh Enclave, Shastri Nagar, Unit 4, Bhubaneshwar",Bhubaneshwar,Good
482,0,Rs.,Central Perk 7,"Cafe, Charcoal Grill, Steak","Plot 133/A, District Center, Chandrasekharpur, Bhubaneshwar",Bhubaneshwar,Excellent
483,0,Rs.,Aangan Horizon,"North Indian, Chinese, Continental","Above Patia Pantaloons, Nandankanan Road, Patia, Bhubaneshwar",Bhubaneshwar,Very Good
484,0,Rs.,Adda,"North Indian, Chinese, Mexican, Beverages","4th Floor, SJ Complex, KIIT College Road, Patia, Bhubaneshwar",Bhubaneshwar,Good
485,0,Rs.,Tyre Patty,Cafe,"3rd Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",Bhubaneshwar,Good
486,0,Rs.,JUGAAD JN.,"North Indian, Rajasthani","KIIT Road, Opposite SBI, Patia, Bhubaneshwar",Bhubaneshwar,Very Good
487,0,Rs.,Cha cTea,"Cafe, Tea","797, Near Shivam Honda Showroom, Sahid Nagar, Bhubaneshwar",Bhubaneshwar,Good
488,0,Rs.,The Chicken Dinesty,"Fast Food, North Indian, Chinese","District Center, Niladri Vihar Road, Chandrasekharpur, Bhubaneshwar",Bhubaneshwar,Good
489,0,Rs.,Richard's Kitchen & Coffee Bar,"Cafe, Chinese, Fast Food, Seafood","Rooftop Bata Showroom, KIIT Square, Patia, Bhubaneshwar",Bhubaneshwar,Good
490,0,Rs.,Silver Streak,Chinese,"Ground Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",Bhubaneshwar,Very Good
491,0,Rs.,Chai Break,"Italian, Cafe, Chinese, Continental","KIIT Road, PS Plaza, Patia, Bhubaneshwar",Bhubaneshwar,Very Good
492,0,Rs.,Lal Qila,"Mughlai, Chinese, North Indian","Sampark Vihar, Opposite Big Bazaar, KIIT Square, Patia, Bhubaneshwar",Bhubaneshwar,Good
493,0,Rs.,Chill Ummm,"Chinese, North Indian, Cafe","DS Tower, 2nd Floor, Plot 516/1763/4177, Near Big Bazar, Patia, Bhubaneshwar",Bhubaneshwar,Good
494,0,Rs.,Michael's Kitchen,"North Indian, Asian, European","7798, Sainik School Road, Gajapati Nagar, Bhubaneswar, Gajapati Nagar, Bhubaneshwar",Bhubaneshwar,Good
495,0,Rs.,Taste Of China,Chinese,"139, District Center, Chandrasekharpur, Bhubaneshwar",Bhubaneshwar,Very Good
496,0,Rs.,99 North Restaurant,"North Indian, Chinese","B36, Chandaka Industrial Estate, Near CTTC, Patia, Bhubaneshwar",Bhubaneshwar,Good
497,0,Rs.,Brewberrys The Coffee Bar,Cafe,"3, Infocity Road, Patia, Bhubaneshwar",Bhubaneshwar,Very Good
498,0,Rs.,Food Fever,"Chinese, North Indian","A-54, Opposite Law University, Sahid Nagar, Bhubaneshwar",Bhubaneshwar,Very Good
499,0,Rs.,Mainland China,Chinese,"The Crown, A1, Near IRC Village, Nayapalli, Bhubaneshwar",Bhubaneshwar,Very Good
500,0,Rs.,Mamma Mia - Mayfair Lagoon,"Cafe, Italian, Mexican, Bakery","Mayfair Lagoon, 8-B, Jayadev Vihar, Bhubaneshwar",Bhubaneshwar,Very Good
501,0,Rs.,Batlivala & Khanabhoy,"Parsi, North Indian","122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Coimbatore,Very Good
502,1,Rs.,Tim's Bistro,"North Indian, Continental","156, Race Course Road, Race Course, Coimbatore",Coimbatore,Good
503,0,Rs.,Barbeque Nation,"North Indian, European, Mediterranean","6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",Coimbatore,Very Good
504,1,Rs.,Kuchi n Kream,"Cafe, Continental, Fast Food","353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Coimbatore,Excellent
505,1,Rs.,Zucca Pizzeria,Pizza,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Coimbatore,Good
506,0,Rs.,Valarmathi Kongunaatu Samayal,"South Indian, Biryani","207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Coimbatore,Excellent
507,0,Rs.,Yari,"North Indian, Chinese, Street Food","69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Coimbatore,Very Good
508,0,Rs.,That's Y Food,"North Indian, Biryani","24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",Coimbatore,Very Good
509,0,Rs.,Burger Ka Baap,Fast Food,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Coimbatore,Very Good
510,0,Rs.,On The Go,"Italian, North Indian, Desserts","167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Coimbatore,Very Good
511,1,Rs.,The Cascade Restaurant,Chinese,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Coimbatore,Very Good
512,0,Rs.,Haribhavanam Hotel,"South Indian, Chettinad, North Indian","2, Bharathi Colony, Peelamedu, Coimbatore",Coimbatore,Good
513,1,Rs.,Cafe Totaram,"Cafe, Fast Food","245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Coimbatore,Very Good
514,0,Rs.,24 Plus Cafe & Restaurant,"Continental, Fast Food, Desserts, Indian","1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Coimbatore,Good
515,0,Rs.,Cream Centre,"North Indian, Chinese, Italian, Mexican","128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Coimbatore,Very Good
516,0,Rs.,Sree Annapoorna,"South Indian, North Indian, Chinese","75, East Arokiasamy Road, RS Puram, Coimbatore",Coimbatore,Very Good
517,0,Rs.,Cream Stone,"Desserts, Ice Cream","Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore",Coimbatore,Very Good
518,1,Rs.,CakeBee,"Bakery, Desserts","6/1, SRP Nagar, Saibaba Colony, Coimbatore",Coimbatore,Excellent
519,0,Rs.,Bird On Tree,"Continental, Chinese, Thai, Malaysian, North Indian","28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Coimbatore,Good
520,1,Rs.,Kites Cafe,Cafe,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Coimbatore,Good
521,0,Rs.,Machali,Seafood,"Behind Ocean Pearl, Sharada Vidhyalaya Road, Kodailbail, Mangalore",Mangalore,Very Good
522,0,Rs.,Kobe Sizzlers,"Continental, American","G-1, Parin Tower, Collectors Gate Circle, Balmatta Road, Balmatta, Mangalore",Mangalore,Good
523,0,Rs.,Punjab Da Pind,"North Indian, Mughlai, Chinese, Mangalorean","3rd Floor, Excel Mischief Mall, KS Rao Road, Mangalore, KS Rao Nagar, Mangalore",Mangalore,Good
524,0,Rs.,Gajalee Sea Food,"Seafood, North Indian","Circuit House Compound, Opposite Kadri Police Station, Kadri, Mangalore",Mangalore,Good
525,0,Rs.,Diesel Cafe,"American, Italian","Ground Floor, Hotel Prestige, Near Collector's Gate, Balmatta, Mangalore",Mangalore,Good
526,0,Rs.,Sizzler's Ranch,Continental,"Nehru Avenue Road, Behind City Corporation, Lalbagh, Mangalore",Mangalore,Good
527,0,Rs.,Spindrift,"North Indian, Italian, Finger Food","5th Floor, Bharath Mall, Lalbagh, Mangalore",Mangalore,Good
528,0,Rs.,Barbeque Nation,"North Indian, Chinese","3rd Floor, MAK Mall, Kankanady, Mangalore",Mangalore,Good
